mach,CD Power-On
12.77,0.099031784
12.78,0.099020294
12.79,0.09900881
12.8,0.098997358
12.81,0.098985923
12.82,0.098974515
12.83,0.098963111
12.84,0.098951732
12.85,0.098940379
12.86,0.098929034
12.87,0.098917727
12.88,0.098906412
12.89,0.098895139
12.9,0.098883864
12.91,0.09887262
12.92,0.098861385
12.93,0.098850174
12.94,0.098838979
12.95,0.098827814
12.96,0.098816657
12.97,0.098805509
12.98,0.098794388
12.99,0.098783285
13,0.098772207
13.01,0.098761134
13.02,0.098750094
13.03,0.098739053
13.04,0.098728049
13.05,0.098717056
13.06,0.098706074
13.07,0.09869511
13.08,0.098684176
13.09,0.098673244
13.1,0.098662332
13.11,0.098651446
13.12,0.098640572
13.13,0.09862972
13.14,0.098618878
13.15,0.098608056
13.16,0.098597255
13.17,0.098586471
13.18,0.098575702
13.19,0.098564945
13.2,0.098554214
13.21,0.098543506
13.22,0.098532795
13.23,0.098522114
13.24,0.098511447
13.25,0.098500796
13.26,0.098490166
13.27,0.098479543
13.28,0.09846895
13.29,0.098458364
13.3,0.098447798
13.31,0.098437248
13.32,0.098426719
13.33,0.098416207
13.34,0.098405708
13.35,0.098395222
13.36,0.09838475
13.37,0.098374306
13.38,0.098363864
13.39,0.098353449
13.4,0.098343051
13.41,0.098332662
13.42,0.098322298
13.43,0.098311947
13.44,0.098301603
13.45,0.098291288
13.46,0.09828097
13.47,0.098270691
13.48,0.098260419
13.49,0.098250159
13.5,0.098239917
13.51,0.0982297
13.52,0.098219489
13.53,0.09820929
13.54,0.098199114
13.55,0.098188946
13.56,0.098178799
13.57,0.098168671
13.58,0.098158556
13.59,0.098148451
13.6,0.098138371
13.61,0.098128303
13.62,0.098118247
13.63,0.098108207
13.64,0.098098186
13.65,0.098088177
13.66,0.09807819
13.67,0.098068213
13.68,0.098058245
13.69,0.098048299
13.7,0.098038371
13.71,0.098028455
13.72,0.098018549
13.73,0.098008658
13.74,0.097998792
13.75,0.097988935
13.76,0.097979093
13.77,0.097969263
13.78,0.097959457
13.79,0.09794966
13.8,0.097939877
13.81,0.097930114
13.82,0.097920355
13.83,0.097910616
13.84,0.097900899
13.85,0.097891194
13.86,0.097881491
13.87,0.097871813
13.88,0.097862149
13.89,0.097852505
13.9,0.097842862
13.91,0.097833237
13.92,0.097823634
13.93,0.097814035
13.94,0.097804459
13.95,0.097794893
13.96,0.097785342
13.97,0.0977758
13.98,0.097766279
13.99,0.097756785
14,0.097747287
14.01,0.0977378
14.02,0.097728334
14.03,0.097718879
14.04,0.097709446
14.05,0.097700024
14.06,0.097690613
14.07,0.097681213
14.08,0.09767184
14.09,0.09766246
14.1,0.097653113
14.11,0.097643774
14.12,0.097634443
14.13,0.097625129
14.14,0.097615837
14.15,0.097606549
14.16,0.097597278
14.17,0.097588012
14.18,0.097578772
14.19,0.097569538
14.2,0.097560315
14.21,0.097551111
14.22,0.097541915
14.23,0.097532744
14.24,0.09752358
14.25,0.097514423
14.26,0.097505287
14.27,0.097496158
14.28,0.09748704
14.29,0.097477942
14.3,0.097468866
14.31,0.097459788
14.32,0.097450727
14.33,0.097441687
14.34,0.097432652
14.35,0.097423637
14.36,0.097414622
14.37,0.097405622
14.38,0.097396649
14.39,0.097387676
14.4,0.09737871
14.41,0.097369777
14.42,0.097360851
14.43,0.097351927
14.44,0.097343025
14.45,0.097334127
14.46,0.097325261
14.47,0.097316394
14.48,0.097307531
14.49,0.097298689
14.5,0.097289868
14.51,0.097281044
14.52,0.097272243
14.53,0.097263446
14.54,0.097254673
14.55,0.0972459
14.56,0.097237158
14.57,0.097228404
14.58,0.097219677
14.59,0.097210959
14.6,0.097202261
14.61,0.097193563
14.62,0.097184885
14.63,0.097176217
14.64,0.097167562
14.65,0.097158919
14.66,0.097150288
14.67,0.097141658
14.68,0.097133058
14.69,0.097124468
14.7,0.097115882
14.71,0.097107311
14.72,0.097098743
14.73,0.097090201
14.74,0.097081669
14.75,0.09707315
14.76,0.09706463
14.77,0.097056137
14.78,0.09704764
14.79,0.097039165
14.8,0.097030704
14.81,0.097022249
14.82,0.097013815
14.83,0.097005379
14.84,0.096996965
14.85,0.09698855
14.86,0.096980158
14.87,0.096971778
14.88,0.096963417
14.89,0.096955043
14.9,0.096946694
14.91,0.096938365
14.92,0.096930045
14.93,0.096921717
14.94,0.096913422
14.95,0.096905139
14.96,0.096896848
14.97,0.096888584
14.98,0.096880322
14.99,0.096872085
15,0.096863842
15.01,0.096855623
15.02,0.096847413
15.03,0.096839206
15.04,0.096831018
15.05,0.096822845
15.06,0.096814681
15.07,0.09680652
15.08,0.096798367
15.09,0.096790239
15.1,0.096782108
15.11,0.096774008
15.12,0.096765901
15.13,0.09675781
15.14,0.096749731
15.15,0.096741666
15.16,0.096733603
15.17,0.09672556
15.18,0.096717524
15.19,0.096709498
15.2,0.09670148
15.21,0.096693481
15.22,0.09668548
15.23,0.096677498
15.24,0.096669529
15.25,0.096661564
15.26,0.096653616
15.27,0.096645678
15.28,0.096637749
15.29,0.096629838
15.3,0.096621919
15.31,0.096614025
15.32,0.096606143
15.33,0.096598266
15.34,0.096590397
15.35,0.096582546
15.36,0.096574704
15.37,0.096566873
15.38,0.096559039
15.39,0.096551225
15.4,0.096543427
15.41,0.096535629
15.42,0.09652785
15.43,0.096520075
15.44,0.096512313
15.45,0.096504558
15.46,0.096496818
15.47,0.09648909
15.48,0.09648137
15.49,0.096473658
15.5,0.096465954
15.51,0.096458265
15.52,0.096450581
15.53,0.096442911
15.54,0.096435256
15.55,0.096427602
15.56,0.096419956
15.57,0.096412328
15.58,0.096404708
15.59,0.096397107
15.6,0.096389497
15.61,0.096381901
15.62,0.096374323
15.63,0.096366752
15.64,0.0963592
15.65,0.096351638
15.66,0.096344102
15.67,0.096336566
15.68,0.096329049
15.69,0.096321532
15.7,0.096314023
15.71,0.09630653
15.72,0.09629905
15.73,0.096291581
15.74,0.096284116
15.75,0.096276652
15.76,0.096269206
15.77,0.096261775
15.78,0.09625436
15.79,0.096246937
15.8,0.096239522
15.81,0.096232124
15.82,0.09622474
15.83,0.096217364
15.84,0.096209992
15.85,0.096202641
15.86,0.096195291
15.87,0.096187955
15.88,0.096180613
15.89,0.096173286
15.9,0.096165981
15.91,0.096158678
15.92,0.096151383
15.93,0.096144099
15.94,0.096136824
15.95,0.096129561
15.96,0.096122299
15.97,0.09611505
15.98,0.096107815
15.99,0.096100575
16,0.096093355
16.01,0.096086145
16.02,0.096078943
16.03,0.096071752
16.04,0.096064564
16.05,0.096057394
16.06,0.09605023
16.07,0.096043075
16.08,0.096035919
16.09,0.096028787
16.1,0.096021646
16.11,0.096014528
16.12,0.096007417
16.13,0.096000318
16.14,0.095993228
16.15,0.095986136
16.16,0.095979058
16.17,0.095971993
16.18,0.095964928
16.19,0.095957886
16.2,0.095950836
16.21,0.095943802
16.22,0.095936782
16.23,0.095929773
16.24,0.095922767
16.25,0.095915758
16.26,0.095908769
16.27,0.095901788
16.28,0.095894819
16.29,0.095887854
16.3,0.0958809
16.31,0.095873955
16.32,0.095867024
16.33,0.095860086
16.34,0.095853178
16.35,0.095846255
16.36,0.095839354
16.37,0.09583246
16.38,0.095825574
16.39,0.095818694
16.4,0.095811836
16.41,0.095804969
16.42,0.095798113
16.43,0.095791269
16.44,0.095784432
16.45,0.095777603
16.46,0.095770789
16.47,0.095763976
16.48,0.095757175
16.49,0.095750382
16.5,0.095743595
16.51,0.095736814
16.52,0.095730044
16.53,0.095723285
16.54,0.095716527
16.55,0.095709779
16.56,0.095703051
16.57,0.095696317
16.58,0.095689602
16.59,0.095682877
16.6,0.09567618
16.61,0.095669484
16.62,0.095662795
16.63,0.095656116
16.64,0.095649444
16.65,0.095642784
16.66,0.095636124
16.67,0.095629487
16.68,0.09562284
16.69,0.095616209
16.7,0.095609581
16.71,0.095602973
16.72,0.095596361
16.73,0.095589756
16.74,0.095583173
16.75,0.09557658
16.76,0.095570009
16.77,0.095563433
16.78,0.095556879
16.79,0.095550321
16.8,0.095543785
16.81,0.095537244
16.82,0.09553072
16.83,0.095524197
16.84,0.09551768
16.85,0.095511167
16.86,0.095504672
16.87,0.095498184
16.88,0.095491695
16.89,0.095485225
16.9,0.095478748
16.91,0.095472294
16.92,0.095465842
16.93,0.095459394
16.94,0.095452952
16.95,0.095446528
16.96,0.095440107
16.97,0.09543369
16.98,0.095427287
16.99,0.095420891
17,0.095414501
17.01,0.09540811
17.02,0.095401732
17.03,0.09539537
17.04,0.095388997
17.05,0.095382648
17.06,0.095376303
17.07,0.095369958
17.08,0.095363635
17.09,0.095357308
17.1,0.095350984
17.11,0.095344686
17.12,0.095338379
17.13,0.095332081
17.14,0.095325792
17.15,0.095319503
17.16,0.095313237
17.17,0.095306971
17.18,0.095300709
17.19,0.095294462
17.2,0.095288212
17.21,0.095281984
17.22,0.095275746
17.23,0.095269525
17.24,0.095263309
17.25,0.095257104
17.26,0.095250899
17.27,0.0952447
17.28,0.095238516
17.29,0.095232344
17.3,0.095226172
17.31,0.095219995
17.32,0.09521385
17.33,0.095207689
17.34,0.095201539
17.35,0.095195411
17.36,0.095189282
17.37,0.095183153
17.38,0.095177035
17.39,0.095170924
17.4,0.095164823
17.41,0.095158732
17.42,0.095152645
17.43,0.095146564
17.44,0.09514049
17.45,0.095134421
17.46,0.095128351
17.47,0.095122303
17.48,0.095116261
17.49,0.095110214
17.5,0.095104192
17.51,0.095098156
17.52,0.095092135
17.53,0.095086124
17.54,0.095080117
17.55,0.095074122
17.56,0.095068123
17.57,0.095062139
17.58,0.09505617
17.59,0.095050197
17.6,0.095044223
17.61,0.095038271
17.62,0.095032307
17.63,0.095026376
17.64,0.095020433
17.65,0.095014507
17.66,0.095008569
17.67,0.095002658
17.68,0.094996753
17.69,0.094990834
17.7,0.094984933
17.71,0.094979043
17.72,0.094973154
17.73,0.094967283
17.74,0.094961403
17.75,0.094955543
17.76,0.094949689
17.77,0.094943828
17.78,0.094937984
17.79,0.09493214
17.8,0.094926307
17.81,0.094920482
17.82,0.09491467
17.83,0.094908845
17.84,0.094903046
17.85,0.094897243
17.86,0.094891443
17.87,0.094885656
17.88,0.094879878
17.89,0.094874104
17.9,0.094868326
17.91,0.094862572
17.92,0.09485682
17.93,0.094851056
17.94,0.094845318
17.95,0.094839591
17.96,0.094833847
17.97,0.094828123
17.98,0.094822404
17.99,0.094816699
18,0.094810981
18.01,0.094805287
18.02,0.094799604
18.03,0.094793904
18.04,0.094788226
18.05,0.094782558
18.06,0.094776883
18.07,0.094771225
18.08,0.09476556
18.09,0.094759915
18.1,0.094754276
18.11,0.094748626
18.12,0.094743002
18.13,0.094737378
18.14,0.094731751
18.15,0.094726146
18.16,0.094720536
18.17,0.09471494
18.18,0.094709333
18.19,0.094703747
18.2,0.094698176
18.21,0.09469259
18.22,0.094687022
18.23,0.094681455
18.24,0.094675893
18.25,0.094670345
18.26,0.094664797
18.27,0.094659257
18.28,0.094653717
18.29,0.094648189
18.3,0.094642672
18.31,0.09463715
18.32,0.094631636
18.33,0.09462613
18.34,0.094620628
18.35,0.094615138
18.36,0.094609652
18.37,0.094604165
18.38,0.094598693
18.39,0.094593221
18.4,0.094587764
18.41,0.094582298
18.42,0.094576851
18.43,0.094571407
18.44,0.094565969
18.45,0.094560528
18.46,0.094555102
18.47,0.094549677
18.48,0.09454426
18.49,0.094538848
18.5,0.094533437
18.51,0.094528043
18.52,0.094522645
18.53,0.094517251
18.54,0.094511875
18.55,0.094506493
18.56,0.094501128
18.57,0.094495756
18.58,0.094490393
18.59,0.094485042
18.6,0.094479689
18.61,0.094474341
18.62,0.094469007
18.63,0.094463668
18.64,0.094458349
18.65,0.094453029
18.66,0.094447713
18.67,0.094442401
18.68,0.094437094
18.69,0.094431801
18.7,0.094426503
18.71,0.094421218
18.72,0.094415928
18.73,0.094410653
18.74,0.094405382
18.75,0.094400116
18.76,0.094394863
18.77,0.094389606
18.78,0.094384352
18.79,0.094379112
18.8,0.094373883
18.81,0.094368637
18.82,0.09436341
18.83,0.094358187
18.84,0.094352978
18.85,0.09434776
18.86,0.094342549
18.87,0.094337355
18.88,0.094332147
18.89,0.094326967
18.9,0.094321785
18.91,0.0943166
18.92,0.094311426
18.93,0.094306256
18.94,0.094301101
18.95,0.094295934
18.96,0.094290787
18.97,0.094285644
18.98,0.094280495
18.99,0.094275364
19,0.094270234
19.01,0.094265101
19.02,0.094259979
19.03,0.094254872
19.04,0.094249752
19.05,0.094244652
19.06,0.094239556
19.07,0.094234459
19.08,0.094229366
19.09,0.094224283
19.1,0.094219203
19.11,0.094214138
19.12,0.09420906
19.13,0.094204004
19.14,0.094198935
19.15,0.094193881
19.16,0.09418884
19.17,0.094183793
19.18,0.094178762
19.19,0.094173729
19.2,0.094168694
19.21,0.094163679
19.22,0.094158653
19.23,0.09415364
19.24,0.094148638
19.25,0.094143633
19.26,0.094138633
19.27,0.094133642
19.28,0.094128659
19.29,0.094123677
19.3,0.094118692
19.31,0.094113727
19.32,0.094108755
19.33,0.094103798
19.34,0.094098838
19.35,0.094093889
19.36,0.094088943
19.37,0.094083995
19.38,0.094079069
19.39,0.094074129
19.4,0.094069199
19.41,0.094064278
19.42,0.094059361
19.43,0.09405446
19.44,0.094049541
19.45,0.094044629
19.46,0.094039736
19.47,0.094034844
19.48,0.09402996
19.49,0.094025079
19.5,0.094020192
19.51,0.094015329
19.52,0.09401045
19.53,0.094005584
19.54,0.094000739
19.55,0.093995876
19.56,0.093991031
19.57,0.093986187
19.58,0.093981335
19.59,0.093976507
19.6,0.093971673
19.61,0.093966854
19.62,0.093962033
19.63,0.093957208
19.64,0.093952405
19.65,0.093947594
19.66,0.093942795
19.67,0.093937996
19.68,0.093933206
19.69,0.093928421
19.7,0.093923639
19.71,0.093918853
19.72,0.093914089
19.73,0.09390931
19.74,0.093904559
19.75,0.09389979
19.76,0.09389503
19.77,0.093890285
19.78,0.093885537
19.79,0.093880798
19.8,0.093876064
19.81,0.093871333
19.82,0.093866605
19.83,0.093861875
19.84,0.093857165
19.85,0.093852448
19.86,0.093847745
19.87,0.093843045
19.88,0.093838334
19.89,0.093833642
19.9,0.093828948
19.91,0.093824263
19.92,0.093819591
19.93,0.093814913
19.94,0.093810232
19.95,0.093805572
19.96,0.093800909
19.97,0.093796255
19.98,0.093791595
19.99,0.093786942
20,0.093782297
20.01,0.093777658
20.02,0.093773016
20.03,0.093768394
20.04,0.093763758
20.05,0.093759144
20.06,0.093754515
20.07,0.093749907
20.08,0.09374529
20.09,0.093740688
20.1,0.09373609
20.11,0.093731496
20.12,0.093726899
20.13,0.093722316
20.14,0.093717731
20.15,0.093713144
20.16,0.093708577
20.17,0.093704008
20.18,0.093699441
20.19,0.093694878
20.2,0.093690331
20.21,0.093685775
20.22,0.093681228
20.23,0.093676689
20.24,0.093672143
20.25,0.093667606
20.26,0.093663077
20.27,0.093658551
20.28,0.093654027
20.29,0.093649504
20.3,0.09364499
20.31,0.093640488
20.32,0.093635984
20.33,0.093631472
20.34,0.093626976
20.35,0.093622487
20.36,0.093617998
20.37,0.093613516
20.38,0.093609037
20.39,0.093604562
20.4,0.093600096
20.41,0.093595627
20.42,0.093591161
20.43,0.093586698
20.44,0.09358225
20.45,0.093577794
20.46,0.093573357
20.47,0.093568902
20.48,0.093564473
20.49,0.09356004
20.5,0.093555601
20.51,0.093551174
20.52,0.093546752
20.53,0.093542342
20.54,0.093537932
20.55,0.09353352
20.56,0.09352912
20.57,0.093524707
20.58,0.093520312
20.59,0.093515922
20.6,0.093511535
20.61,0.093507147
20.62,0.093502777
20.63,0.093498384
20.64,0.093494019
20.65,0.093489649
20.66,0.093485287
20.67,0.093480932
20.68,0.093476581
20.69,0.093472223
20.7,0.093467871
20.71,0.093463536
20.72,0.093459197
20.73,0.093454862
20.74,0.093450514
20.75,0.093446188
20.76,0.093441868
20.77,0.093437555
20.78,0.093433235
20.79,0.093428919
20.8,0.093424619
20.81,0.093420314
20.82,0.093416011
20.83,0.093411717
20.84,0.093407426
20.85,0.093403136
20.86,0.093398845
20.87,0.093394563
20.88,0.093390295
20.89,0.093386019
20.9,0.09338175
20.91,0.09337748
20.92,0.093373224
20.93,0.09336897
20.94,0.093364713
20.95,0.093360466
20.96,0.093356222
20.97,0.093351974
20.98,0.093347737
20.99,0.093343511
21,0.093339279
21.01,0.09333506
21.02,0.093330827
21.03,0.093326614
21.04,0.093322398
21.05,0.093318181
21.06,0.093313971
21.07,0.093309776
21.08,0.093305581
21.09,0.093301387
21.1,0.093297188
21.11,0.093292999
21.12,0.09328881
21.13,0.093284634
21.14,0.093280463
21.15,0.09327628
21.16,0.093272126
21.17,0.093267946
21.18,0.093263788
21.19,0.093259637
21.2,0.093255473
21.21,0.093251334
21.22,0.093247175
21.23,0.093243031
21.24,0.0932389
21.25,0.093234756
21.26,0.093230632
21.27,0.093226502
21.28,0.093222374
21.29,0.093218262
21.3,0.093214138
21.31,0.093210032
21.32,0.093205923
21.33,0.093201812
21.34,0.09319771
21.35,0.093193599
21.36,0.093189514
21.37,0.09318543
21.38,0.093181334
21.39,0.093177249
21.4,0.093173169
21.41,0.093169087
21.42,0.093165027
21.43,0.093160946
21.44,0.093156886
21.45,0.093152824
21.46,0.093148762
21.47,0.093144709
21.48,0.093140651
21.49,0.093136612
21.5,0.093132559
21.51,0.093128525
21.52,0.093124488
21.53,0.093120454
21.54,0.093116413
21.55,0.0931124
21.56,0.093108375
21.57,0.093104351
21.58,0.093100331
21.59,0.09309632
21.6,0.093092315
21.61,0.093088304
21.62,0.09308431
21.63,0.093080308
21.64,0.093076304
21.65,0.093072319
21.66,0.093068331
21.67,0.093064345
21.68,0.093060362
21.69,0.093056383
21.7,0.09305241
21.71,0.093048448
21.72,0.093044476
21.73,0.093040517
21.74,0.093036548
21.75,0.093032595
21.76,0.093028634
21.77,0.093024692
21.78,0.093020741
21.79,0.093016803
21.8,0.093012863
21.81,0.093008925
21.82,0.093004991
21.83,0.093001065
21.84,0.092997129
21.85,0.092993213
21.86,0.092989288
21.87,0.092985377
21.88,0.092981469
21.89,0.092977552
21.9,0.092973655
21.91,0.092969748
21.92,0.09296585
21.93,0.09296196
21.94,0.092958061
21.95,0.092954171
21.96,0.092950283
21.97,0.092946399
21.98,0.092942526
21.99,0.092938646
22,0.092934784
22.01,0.092930919
22.02,0.092927041
22.03,0.092923181
22.04,0.092919325
22.05,0.092915461
22.06,0.092911612
22.07,0.09290777
22.08,0.092903924
22.09,0.092900074
22.1,0.092896232
22.11,0.092892404
22.12,0.092888568
22.13,0.092884741
22.14,0.092880914
22.15,0.092877089
22.16,0.092873273
22.17,0.092869449
22.18,0.092865638
22.19,0.09286183
22.2,0.092858025
22.21,0.092854221
22.22,0.092850415
22.23,0.092846617
22.24,0.092842831
22.25,0.092839038
22.26,0.092835251
22.27,0.092831469
22.28,0.092827686
22.29,0.092823907
22.3,0.092820135
22.31,0.092816359
22.32,0.092812594
22.33,0.092808831
22.34,0.09280507
22.35,0.092801306
22.36,0.092797551
22.37,0.092793801
22.38,0.09279005
22.39,0.092786309
22.4,0.092782567
22.41,0.092778817
22.42,0.092775087
22.43,0.092771349
22.44,0.092767623
22.45,0.092763899
22.46,0.092760173
22.47,0.092756448
22.48,0.092752732
22.49,0.092749013
22.5,0.092745307
22.51,0.092741592
22.52,0.092737896
22.53,0.092734186
22.54,0.092730488
22.55,0.09272679
22.56,0.092723103
22.57,0.092719403
22.58,0.092715721
22.59,0.092712034
22.6,0.092708358
22.61,0.092704677
22.62,0.092701005
22.63,0.092697334
22.64,0.092693662
22.65,0.092689996
22.66,0.092686334
22.67,0.092682678
22.68,0.092679013
22.69,0.092675368
22.7,0.092671718
22.71,0.092668067
22.72,0.092664413
22.73,0.092660777
22.74,0.092657137
22.75,0.092653506
22.76,0.092649871
22.77,0.092646244
22.78,0.092642614
22.79,0.092639002
22.8,0.092635377
22.81,0.092631759
22.82,0.092628138
22.83,0.092624535
22.84,0.092620929
22.85,0.092617315
22.86,0.092613719
22.87,0.092610108
22.88,0.092606513
22.89,0.092602924
22.9,0.092599331
22.91,0.092595746
22.92,0.092592157
22.93,0.092588572
22.94,0.092584989
22.95,0.092581414
22.96,0.092577845
22.97,0.092574275
22.98,0.09257071
22.99,0.092567144
23,0.092563585
23.01,0.092560028
23.02,0.092556468
23.03,0.092552915
23.04,0.092549365
23.05,0.092545817
23.06,0.092542277
23.07,0.092538733
23.08,0.092535191
23.09,0.092531659
23.1,0.092528121
23.11,0.092524587
23.12,0.092521064
23.13,0.09251754
23.14,0.092514021
23.15,0.092510489
23.16,0.092506988
23.17,0.092503476
23.18,0.092499966
23.19,0.092496459
23.2,0.09249295
23.21,0.092489448
23.22,0.092485946
23.23,0.092482449
23.24,0.092478953
23.25,0.092475469
23.26,0.092471977
23.27,0.092468494
23.28,0.092465007
23.29,0.092461532
23.3,0.092458058
23.31,0.092454578
23.32,0.092451116
23.33,0.092447639
23.34,0.092444175
23.35,0.092440713
23.36,0.092437254
23.37,0.092433796
23.38,0.09243034
23.39,0.092426893
23.4,0.092423441
23.41,0.092419993
23.42,0.092416556
23.43,0.09241311
23.44,0.092409663
23.45,0.092406238
23.46,0.092402799
23.47,0.092399372
23.48,0.09239595
23.49,0.092392518
23.5,0.092389096
23.51,0.092385678
23.52,0.092382262
23.53,0.09237885
23.54,0.092375444
23.55,0.092372029
23.56,0.092368622
23.57,0.092365223
23.58,0.09236183
23.59,0.092358429
23.6,0.092355024
23.61,0.092351644
23.62,0.092348249
23.63,0.092344861
23.64,0.092341477
23.65,0.092338098
23.66,0.092334722
23.67,0.092331342
23.68,0.092327976
23.69,0.0923246
23.7,0.092321222
23.71,0.092317872
23.72,0.092314509
23.73,0.092311141
23.74,0.09230778
23.75,0.092304429
23.76,0.092301077
23.77,0.092297723
23.78,0.092294372
23.79,0.092291032
23.8,0.092287696
23.81,0.092284351
23.82,0.092281017
23.83,0.092277686
23.84,0.092274356
23.85,0.092271013
23.86,0.092267705
23.87,0.092264365
23.88,0.092261045
23.89,0.092257736
23.9,0.092254418
23.91,0.092251103
23.92,0.092247784
23.93,0.092244483
23.94,0.092241173
23.95,0.092237877
23.96,0.092234572
23.97,0.092231279
23.98,0.092227972
23.99,0.092224689
24,0.092221396
24.01,0.092218099
24.02,0.092214811
24.03,0.092211536
24.04,0.092208261
24.05,0.092204983
24.06,0.092201699
24.07,0.092198435
24.08,0.092195164
24.09,0.092191889
24.1,0.092188631
24.11,0.09218536
24.12,0.092182102
24.13,0.092178846
24.14,0.092175585
24.15,0.092172339
24.16,0.092169086
24.17,0.092165844
24.18,0.092162591
24.19,0.092159353
24.2,0.092156108
24.21,0.092152873
24.22,0.092149632
24.23,0.092146407
24.24,0.092143171
24.25,0.092139953
24.26,0.092136727
24.27,0.092133496
24.28,0.092130274
24.29,0.092127056
24.3,0.092123839
24.31,0.092120633
24.32,0.092117418
24.33,0.092114214
24.34,0.092110997
24.35,0.092107792
24.36,0.092104595
24.37,0.0921014
24.38,0.092098201
24.39,0.092095016
24.4,0.09209182
24.41,0.092088626
24.42,0.092085441
24.43,0.092082257
24.44,0.092079069
24.45,0.092075899
24.46,0.092072715
24.47,0.092069539
24.48,0.092066374
24.49,0.092063196
24.5,0.092060035
24.51,0.092056877
24.52,0.092053703
24.53,0.092050548
24.54,0.092047389
24.55,0.092044238
24.56,0.092041082
24.57,0.092037925
24.58,0.092034783
24.59,0.092031639
24.6,0.092028496
24.61,0.092025349
24.62,0.092022211
24.63,0.09201907
24.64,0.092015937
24.65,0.092012798
24.66,0.092009683
24.67,0.092006548
24.68,0.092003415
24.69,0.092000299
24.7,0.091997186
24.71,0.091994067
24.72,0.091990942
24.73,0.091987833
24.74,0.091984726
24.75,0.091981616
24.76,0.091978506
24.77,0.091975405
24.78,0.0919723
24.79,0.091969203
24.8,0.091966101
24.81,0.091963001
24.82,0.091959919
24.83,0.091956829
24.84,0.091953734
24.85,0.091950651
24.86,0.091947566
24.87,0.091944487
24.88,0.091941406
24.89,0.091938331
24.9,0.091935247
24.91,0.09193218
24.92,0.091929109
24.93,0.091926046
24.94,0.091922979
24.95,0.091919921
24.96,0.091916857
24.97,0.091913796
24.98,0.091910742
24.99,0.091907684
25,0.091904634
